id,title,abstract,soft_labels_l1,relevant_children_l1,reasoning_l1,soft_labels_l2,relevant_children_l2,reasoning_l2,soft_labels_l3,relevant_children_l3,reasoning_l3
830,Querying for video events by semantic signatures from few examples,"We aim to query web video for complex events using only a handful of video query examples, where the standard approach learns a ranker from hundreds of examples. We consider a semantic signature representation, consisting of off-the-shelf concept detectors, to capture the variance in semantic appearance of events. Since it is unknown what similarity metric and query fusion to use in such an event retrieval setting, we perform three experiments on unconstrained web videos from the TRECVID event detection task. It reveals that: retrieval with semantic signatures using normalized correlation as similarity metric outperforms a low-level bag-of-words alternative, multiple queries are best combined using late fusion with an average operator, and event retrieval is preferred over event classification when less than eight positive video examples are available.","General and reference:0.1,Hardware:0.1,Computer systems organization:0.1,Networks:0.1,Software and its engineering:0.2,Theory of computation:0.1,Mathematics of computing:0.2,Information systems:0.8,Security and privacy:0.1,Human-centered computing:0.2,Computing methodologies:0.2,Applied computing:0.1,Social and professional topics:0.1",Information systems,Information systems is relevant for video event querying and semantic signatures. Other categories are rejected as the paper focuses on information retrieval rather than algorithms or human-computer interaction.,"Information retrieval:1.0,Data management systems:0.5,Information storage systems:0.0,Information systems applications:0.0,World Wide Web:0.0",Information retrieval,Information retrieval is directly addressed in the event query system. Data management systems is less relevant as the focus is on retrieval rather than storage.,"Document representation:0.2,Evaluation of retrieval results:0.8,Information retrieval query processing:1.0,Retrieval models and ranking:1.0,Retrieval tasks and goals:0.5,Search engine architectures and scalability:0.3,Specialized information retrieval:1.0,Users and interactive retrieval:0.4","Information retrieval query processing,Retrieval models and ranking,Specialized information retrieval",Information retrieval query processing: The paper focuses on querying video events using semantic signatures. Retrieval models and ranking: It evaluates normalized correlation as a similarity metric. Specialized information retrieval: The work is tailored to video event retrieval. Other categories like Document representation are less relevant as the focus is on querying rather than representation.
4625,Portals for collaborative research communities: two distinguished case studies,"Case study research excels at bringing us to an understanding of a complex issue or object and can extend experience or add strength to what is already known through previous research. The research work summarized by this paper discusses two different case studies in the field of portals for collaborative research communities, in particular VectorBase and BGA‐Space. VectorBase at its core is a scientific database that focuses on search, data mining and offers multiple integrated bioinformatics tools for analyzing and browsing genomic and related data. BGA‐Space focuses on capturing semantics from scientists during processing of scientific experiments as well as preserving the full life cycle of scientific data to enable their reuse. The two case studies involve heavy research and the application of theories, concepts, and knowledge commonly discussed in the targeted field. Copyright © 2010 John Wiley & Sons, Ltd.","General and reference:0.1,Hardware:0.1,Computer systems organization:0.1,Networks:0.1,Software and its engineering:0.3,Theory of computation:0.1,Mathematics of computing:0.1,Information systems:0.9,Security and privacy:0.2,Human-centered computing:0.1,Computing methodologies:0.3,Applied computing:0.1,Social and professional topics:0.1",Information systems,Information systems: Focuses on data management and semantic preservation in scientific portals. Other categories like 'Software and its engineering' or 'Computing methodologies' are secondary to the primary database and information system focus.,"Data management systems:0.8,Information retrieval:0.7,Information storage systems:0.6,Information systems applications:0.5,World Wide Web:0.2","Data management systems,Information retrieval",Data management systems is relevant for the scientific database design in VectorBase. Information retrieval is relevant for the data mining and search capabilities discussed. World Wide Web is less relevant as the focus is on data systems rather than web technologies.,"Data structures:0,Database administration:0.9,Database design and models:0.8,Database management system engines:0.7,Document representation:0,Evaluation of retrieval results:0,Information integration:0.6,Information retrieval query processing:0,Middleware for databases:0,Query languages:0,Retrieval models and ranking:0,Retrieval tasks and goals:0,Search engine architectures and scalability:0,Specialized information retrieval:0,Users and interactive retrieval:0","Database administration,Database design and models",Database administration is relevant as the paper discusses scientific database management systems. Database design and models is relevant due to the focus on data organization and integration. Information integration is secondary but still relevant for data lifecycle management.
3572,Efficient position-independent iconic search using an R-theta index,"An iconic image database is a collection of symbolic images where each image is a collection of labeled point features called icons. A method is presented to support fast position-independent similarity search in an iconic database for symbolic images where the similarity condition involves finding icon pairs that satisfy a specific spatial relationship. This is achieved by introducing an index data structure based on r-θ space, which corresponds to the Cartesian product of separation (i.e., inter-icon distance) and (some representation of) relative spatial orientation. In this space, each pairing of two icons is represented by a single point, and all pairs with the same separation and relative orientation (regardless of absolute position) map to the same point. Similarly, all icon pairs with the same separation but different relative orientations map to points on a line parallel to the θ axis, while all pairs with different separations but the same relative orientation map to points on a line parallel to the r axis. Using such an index, database search for icon pairs with a given spatial relationship or range is accomplished by examining the subarea of the index space into which desired pairs would map. This r-θ index space can be organized using well-known spatial database techniques, such as quadtrees or R-trees. Although the size of such an index grows only linearly with respect to the number of images in the collection, it grows quadratically with the average number of icons in an image. A scheme is described to reduce the size of the index by pruning away a subset of the pairs, at the cost of incurring additional work when searching the database. This pruning is governed by a parameter φ, whose variation provides a continuous range of trade-offs between index size and search time.","General and reference:0.1,Hardware:0.1,Computer systems organization:0.1,Networks:0.1,Software and its engineering:0.1,Theory of computation:0.1,Mathematics of computing:0.1,Information systems:1.0,Security and privacy:0.1,Human-centered computing:0.1,Computing methodologies:0.1,Applied computing:0.1,Social and professional topics:0.1",Information systems,Information systems is relevant for the database indexing technique. Other fields do not address spatial data structures or query optimization.,"Data management systems:0.8,Information retrieval:0.9,Information storage systems:0.1,Information systems applications:0.1,World Wide Web:0.1","Information retrieval,Data management systems","The paper introduces an r-θ index for symbolic image search, aligning with 'Information retrieval'. The index structure relates to 'Data management systems'. Other categories like Web are not discussed.","Data structures:1,Database administration:0.2,Database design and models:0.8,Database management system engines:0.3,Document representation:0.1,Evaluation of retrieval results:0.4,Information integration:0.2,Information retrieval query processing:0.7,Middleware for databases:0.1,Query languages:0.3,Retrieval models and ranking:0.6,Retrieval tasks and goals:0.4,Search engine architectures and scalability:0.5,Specialized information retrieval:0.6,Users and interactive retrieval:0.2","Data structures,Database design and models,Information retrieval query processing",Data structures: The r-θ index is a novel data structure for spatial queries. Database design and models: The paper discusses how to organize symbolic image databases. Information retrieval query processing: The focus is on similarity search with spatial constraints. Rejected categories like Query languages are irrelevant as the paper introduces a new indexing method rather than query language design.
3423,SkylineSearch: semantic ranking and result visualization for pubmed,"Life sciences researchers perform scientific literature search as part of their daily activities. Many such searches are executed against PubMed, a central repository of life sciences articles, and often return hundreds, or even thousands, of results, pointing to the need for data exploration tools. In this demonstration we present SkylineSearch, a semantic ranking and result visualization system designed specifically for PubMed, and available to the scientific community at skyline.cs.columbia.edu. Our system leverages semantic annotations of articles with terms from the MeSH controlled vocabulary, and presents results as a two-dimensional skyline, plotting relevance against publication date. We demonstrate that SkylineSearch supports a richer data exploration experience than does the search functionality of PubMed, allowing users to find relevant references more easily. We also show that SkylineSearch executes queries and presents results in interactive time.","General and reference:0.0,Hardware:0.0,Computer systems organization:0.0,Networks:0.0,Software and its engineering:0.0,Theory of computation:0.0,Mathematics of computing:0.0,Information systems:1.0,Security and privacy:0.0,Human-centered computing:0.3,Computing methodologies:0.0,Applied computing:0.0,Social and professional topics:0.0",Information systems,"The paper presents a semantic search and visualization system for PubMed, aligning with Information systems. Human-centered computing is secondary due to user interface aspects.","Information retrieval:0.9,Data management systems:0.75,Information systems applications:0.8,Information storage systems:0.3,World Wide Web:0.2","Information retrieval,Information systems applications,Data management systems",Information retrieval is core to the semantic search system. Information systems applications relates to its PubMed deployment. Data management systems connects to the semantic annotations. Storage systems and web are less emphasized.,"Collaborative and social computing systems and tools:0.3,Computational advertising:0.1,Computing platforms:0.2,Data mining:0.3,Data structures:0.2,Database administration:0.2,Database design and models:0.3,Database management system engines:0.2,Decision support systems:0.4,Digital libraries and archives:0.5,Document representation:0.3,Enterprise information systems:0.3,Evaluation of retrieval results:0.4,Information integration:0.3,Information retrieval query processing:0.5,Middleware for databases:0.2,Mobile information processing systems:0.2,Multimedia information systems:0.1,Process control systems:0.1,Query languages:0.3,Retrieval models and ranking:0.6,Retrieval tasks and goals:0.5,Search engine architectures and scalability:0.3,Spatial-temporal systems:0.1,Specialized information retrieval:0.7,Users and interactive retrieval:0.6","Specialized information retrieval,Retrieval models and ranking",Specialized information retrieval is highly relevant for the PubMed-specific search system. Retrieval models and ranking is relevant for the semantic ranking approach. Digital libraries and archives is moderately relevant for the PubMed context. Other categories are rejected as the focus is on semantic ranking rather than general information integration or query processing.
1289,Data mining from web search queries: A comparison of google trends and baidu index,"Numerous studies have explored the possibility of uncovering information from web search queries but few have examined the factors that affect web query data sources. We conducted a study that investigated this issue by comparing Google Trends and Baidu Index. Data from these two services are based on queries entered by users into Google and Baidu, two of the largest search engines in the world. We first compared the features and functions of the two services based on documents and extensive testing. We then carried out an empirical study that collected query volume data from the two sources. We found that data from both sources could be used to predict the quality of Chinese universities and companies. Despite the differences between the two services in terms of technology, such as differing methods of language processing, the search volume data from the two were highly correlated and combining the two data sources did not improve the predictive power of the data. However, there was a major difference between the two in terms of data availability. Baidu Index was able to provide more search volume data than Google Trends did. Our analysis showed that the disadvantage of Google Trends in this regard was due to Google's smaller user base in China. The implication of this finding goes beyond China. Google's user bases in many countries are smaller than that in China, so the search volume data related to those countries could result in the same issue as that related to China.","General and reference:0.1,Hardware:0.1,Computer systems organization:0.1,Networks:0.1,Software and its engineering:0.1,Theory of computation:0.1,Mathematics of computing:0.1,Information systems:0.9,Security and privacy:0.1,Human-centered computing:0.1,Computing methodologies:0.1,Applied computing:0.1,Social and professional topics:0.1",Information systems,"Information systems: The paper analyzes data mining from web search queries to predict real-world phenomena (e.g., university/company quality). This aligns with information systems research focused on data analysis and knowledge extraction. Other categories like Networks or Computing Methodologies are not the primary domain.","Data management systems:0.4,Information retrieval:1.0,Information storage systems:0.3,Information systems applications:0.6,World Wide Web:0.8","Information retrieval,World Wide Web",Information retrieval is highly relevant for analyzing search query data. World Wide Web is relevant for the context of search engines. Data management systems is less central.,"Document representation:0,Evaluation of retrieval results:0,Information retrieval query processing:0.3,Online advertising:0,Retrieval models and ranking:0,Retrieval tasks and goals:0,Search engine architectures and scalability:0.5,Specialized information retrieval:0,Users and interactive retrieval:0,Web applications:0,Web data description languages:0,Web interfaces:0,Web mining:1,Web searching and information discovery:1,Web services:0","Web mining,Web searching and information discovery",Web mining: The paper analyzes search query data for predictive modeling. Web searching and information discovery: The study compares search engine data sources. Information retrieval query processing is only weakly relevant.
2808,Optimized Encodings for Consistent Query Answering via ASP from Different Perspectives,"A data integration system provides transparent access to different data sources by suitably combining their data, and providing the user with a unified view of them, called global schema. However, source data are generally not under the control of the data integration process, thus integrated data may violate global integrity constraints even in presence of locally-consistent data sources. In this scenario, it may be anyway interesting to retrieve as much consistent information as possible. The process of answering user queries under global constraint viola- tion is called consistent query answering (CQA). Several notions of CQA have been proposed, e.g. depending on whether the information in the database is as- sumed to be sound or complete. This paper provides a contribution in this setting; it uniforms solutions coming from different perspectives under a common core and provides some optimizations designed to identify and isolate the inefficient part of the computation of consistent answers. The effectiveness of the approach is evidenced by experimental results reported in the paper.","General and reference:0.0,Hardware:0.0,Computer systems organization:0.0,Networks:0.0,Software and its engineering:0.0,Theory of computation:0.0,Mathematics of computing:0.0,Information systems:1.0,Security and privacy:0.0,Human-centered computing:0.0,Computing methodologies:0.5,Applied computing:0.0,Social and professional topics:0.0",Information systems,Information systems is relevant because the paper addresses data integration and query answering. Computing methodologies is secondary due to ASP techniques but not the core focus.,"Data management systems:0.9,Information retrieval:0.3,Information storage systems:0.4,Information systems applications:0.5,World Wide Web:0.2",Data management systems,Data management systems is highly relevant as the paper focuses on consistent query answering in data integration. Other categories like Information systems applications are less central to the core contribution.,"Data structures:0,Database administration:0,Database design and models:0.5,Database management system engines:0,Information integration:1,Middleware for databases:0,Query languages:0.8","Information integration,Query languages",Information integration is directly relevant as the paper focuses on consistent query answering in data integration systems. Query languages is secondary as ASP is used for encoding queries. Database design is less relevant as the focus is on query answering under constraints.
5700,A performance evaluation of a new bitmap-based XML processing approach over RDBMS,"This paper presents a comprehensive performance analysis of PACD; a novel bitmap-based XML processing approach introduced earlier to resolve several performance issues identified in existing XML database technology. The study evaluated three performance aspects of XML database techniques including query processing, XML updates and scalability. Each of these aspects has been tested using various measures and compared with some representative alternative approaches. Despite its narrow domain for the order-access queries and its high cost in terms of the number IO-read operations, PACD almost performed well in terms of query processing, resource consumption during XML updates and has shown acceptable scalability over a variety of XML database categories.","General and reference:0.1,Hardware:0.1,Computer systems organization:0.2,Networks:0.1,Software and its engineering:0.1,Theory of computation:0.1,Mathematics of computing:0.1,Information systems:0.9,Security and privacy:0.1,Human-centered computing:0.1,Computing methodologies:0.2,Applied computing:0.1,Social and professional topics:0.1",Information systems,"Information systems: The paper evaluates XML processing techniques in databases, a core data management topic. Computing methodologies is secondary as the focus is on database performance rather than general methodologies.","Data management systems:0.8,Information retrieval:0.7,Information storage systems:0.5,Information systems applications:0.3,World Wide Web:0.1","Data management systems,Information retrieval",Data management systems: The paper evaluates XML processing over RDBMS. Information retrieval: Discusses query processing and scalability in XML databases. Other categories are less relevant as the focus is not on storage systems or web-specific applications.,"Data structures:0.4,Database administration:0.1,Database design and models:0.7,Database management system engines:0.3,Document representation:0.2,Evaluation of retrieval results:0.2,Information integration:0.1,Information retrieval query processing:0.6,Middleware for databases:0.1,Query languages:0.6,Retrieval models and ranking:0.2,Retrieval tasks and goals:0.1,Search engine architectures and scalability:0.3,Specialized information retrieval:0.2,Users and interactive retrieval:0.1","Database design and models,Information retrieval query processing",Database design and models: The paper introduces a new XML processing approach. Information retrieval query processing: Evaluates query performance. Other categories like query languages are secondary.
3017,Change-a-LOD: Does the Schema on the Linked Data Cloud Change or Not?,"Recent work analyzing changes on the Linked Open Data (LOD) cloud on fine-grained weekly snapshots shows that vocabularies published on the cloud are highly static. While this result is quite expected, there is another kind of schematic information that can be observed on the LOD cloud: the use of the vocabularies in the cloud. With use, we mean the combinations of sets of properties and sets of types to describe the resources in a specific domain. Current literature does not tackle this question sufficiently. In order to gain insight into how the use of vocabularies on the LOD cloud changes over time, we present illustrating examples and a formalization of the research question. Subsequently, we present early results of experiments applied on weekly snapshots that show that the use of vocabularies indeed changes quite a lot over time.","General and reference:0.1,Hardware:0.1,Computer systems organization:0.1,Networks:0.1,Software and its engineering:0.1,Theory of computation:0.1,Mathematics of computing:0.1,Information systems:1.0,Security and privacy:0.1,Human-centered computing:0.1,Computing methodologies:0.2,Applied computing:0.2,Social and professional topics:0.1",Information systems,Information systems is highly relevant as the paper studies schema evolution in the LOD cloud. Applied computing is secondary due to practical implications for data management.,"Data management systems:1.0,Information retrieval:0.7,Information storage systems:0.4,Information systems applications:0.5,World Wide Web:0.9","Data management systems,World Wide Web",Data management systems are highly relevant for analyzing vocabulary usage evolution in LOD. World Wide Web is relevant for the LOD cloud context. Information retrieval is less central as the focus is on schema dynamics rather than search algorithms.,"Data structures:0.5,Database administration:0.3,Database design and models:0.4,Database management system engines:0.2,Information integration:0.6,Middleware for databases:0.3,Online advertising:0.1,Query languages:0.3,Web applications:0.4,Web data description languages:1.0,Web interfaces:0.5,Web mining:1.0,Web searching and information discovery:0.6,Web services:0.4","Web data description languages,Web mining",Web data description languages: The paper analyzes vocabulary usage in Linked Open Data schemas. Web mining: The study involves temporal analysis of data patterns. Other categories like 'Database design' are less relevant as the focus is on schema evolution rather than database structure.
3602,A Comparison of WordNet and Roget’s Taxonomy for Measuring Semantic Similarity,"This paper presents the results of using Roget’s International Thesaurus as the taxonomy in a semantic similarity measurement task. Four similarity metrics were taken from the literature and applied to Roget’s. The experimental evaluation suggests that the traditional edge counting approach does surprisingly well (a correlation of r=0.88 with a benchmark set of human similarity judgements, with an upper bound of r=0.90 for human subjects performing the same task.)","General and reference:0.1,Hardware:0.3,Computer systems organization:0.4,Networks:0.2,Software and its engineering:0.2,Theory of computation:0.2,Mathematics of computing:0.3,Information systems:1.0,Security and privacy:0.1,Human-centered computing:0.1,Computing methodologies:0.5,Applied computing:0.3,Social and professional topics:0.1",Information systems,"Information systems: The paper compares taxonomies (WordNet, Roget’s Thesaurus) for semantic similarity, which relates to information organization and retrieval. 'Mathematics of computing' and 'Computing methodologies' are less central as the focus is on information representation rather than algorithms or mathematical theory.","Data management systems:0.05,Information retrieval:1.0,Information storage systems:0.1,Information systems applications:0.2,World Wide Web:0.05",Information retrieval,Information retrieval is core as the paper evaluates semantic similarity metrics using thesaurus-based taxonomies. Other options are not central to the paper's methodology or applications.,"Document representation:0.2,Evaluation of retrieval results:1.0,Information retrieval query processing:0.4,Retrieval models and ranking:1.0,Retrieval tasks and goals:0.6,Search engine architectures and scalability:0.2,Specialized information retrieval:0.3,Users and interactive retrieval:0.2","Evaluation of retrieval results,Retrieval models and ranking","Evaluation of retrieval results is relevant due to the comparison of Roget’s taxonomy against human similarity judgments. Retrieval models and ranking is relevant because the paper applies similarity metrics to a thesaurus-based taxonomy. Other categories like Document representation are less relevant as the focus is on taxonomy structure, not document encoding."
4303,Towards Linked Data based Enterprise Information Integration,"Data integration in large enterprises is a crucial but at the same time costly, long lasting and challenging problem. In the last decade, the prevalent data integration approaches were primarily based on XML, Web Services and Service Oriented Architectures (SOA). We argue that classic SOA architectures may be well-suited for transaction processing, however more efficient technologies can be employed for enterprise data integration. In particular, the use of the Linked Data paradigm appears to be a very promising approach. In this article we explore challenges large enterprises are still facing with regard to data integration. We discuss Linked Data approaches in these areas and present some examples of successful applications of the Linked Data principles in that context.","General and reference:0.1,Hardware:0.1,Computer systems organization:0.1,Networks:0.1,Software and its engineering:0.1,Theory of computation:0.1,Mathematics of computing:0.1,Information systems:0.95,Security and privacy:0.1,Human-centered computing:0.1,Computing methodologies:0.1,Applied computing:0.1,Social and professional topics:0.1",Information systems,Information systems is highly relevant as the paper discusses enterprise data integration using Linked Data. Other categories are not relevant as the focus is on data management rather than networking or algorithms.,"Data management systems:0.75,Information retrieval:0.2,Information storage systems:0.1,Information systems applications:0.3,World Wide Web:1.0",World Wide Web,"World Wide Web is directly relevant as the paper explores Linked Data principles for enterprise integration, a web-centric paradigm. Data management systems (0.75) is secondary as the focus is on integration rather than database systems. Other fields like Information retrieval (0.2) are less relevant.","Online advertising:0,Web applications:0,Web data description languages:1,Web interfaces:0,Web mining:0,Web searching and information discovery:0,Web services:1","Web data description languages,Web services","Web data description languages: The paper discusses Linked Data, which relies on semantic web standards (e.g., RDF). Web services: The abstract mentions SOA and Web Services as prior approaches. Other categories are irrelevant as the paper does not focus on applications, mining, or interfaces."
476,A structured indexing model based on noun phrases,"Most of the indexing models are based on simple independent words, also known as key words. This approach does not take account of the context as well as the relations between the words. Therefore, the precision of system is limited. In this article, we present a structured indexing model based on noun phrases to increase the precision of an Information Retrieval System (IRS). In this model, we used a grammatical parser to extract and structure a noun phrase in determining the various roles of the words of a noun phrase and their syntactic relations. We represent the set of the index terms of query in the form of Bayesian networks which enables us to calculate the matching function between a query and a document. We carried out experiments to test this model. That the positive results obtained encourages us to continue in this direction. I. INTRODUCTION OST of the indexing models use simple index terms (simple words) with the assumption that they are independent. In a similar way, the Vector Space Model represents the documents by vectors of independent index terms. This assumption simplifies the representation of the index terms and decreases the complexity of the phase of interrogation (matching function). However, the precision of the system is not satisfactory. A promising research direction consists in using more complex index terms, like nouns phrases, with the hope to increase the precision of the system. Bruza et al. (3) (4) used index terms called index expression which are noun phrases. Bruza's method is based on the prepositions of the noun phrase to break it up into sub index expression"". An ""index expression"" is represented in the shape of a lattice which is used as a basis for the phase of interrogation. The phase of decomposition of an ""index expression"" in this method is based only on the prepositions""""""","General and reference:0.1,Hardware:0.2,Computer systems organization:0.3,Networks:0.1,Software and its engineering:0.3,Theory of computation:0.2,Mathematics of computing:0.3,Information systems:0.8,Security and privacy:0.1,Human-centered computing:0.1,Computing methodologies:0.4,Applied computing:0.2,Social and professional topics:0.1",Information systems,Information systems is relevant for the noun-phrase-based indexing model in IRS. Other categories like Computing methodologies are less directly aligned with the information retrieval focus.,"Data management systems:0.1,Information retrieval:0.9,Information storage systems:0.1,Information systems applications:0.1,World Wide Web:0.1",Information retrieval,"Information retrieval: The paper presents a structured indexing model using noun phrases to improve retrieval precision. Other categories are irrelevant as the focus is on information retrieval systems, not data storage or web technologies.","Document representation:1.0,Evaluation of retrieval results:0.4,Information retrieval query processing:0.5,Retrieval models and ranking:1.0,Retrieval tasks and goals:0.3,Search engine architectures and scalability:0.2,Specialized information retrieval:0.3,Users and interactive retrieval:0.2","Document representation,Retrieval models and ranking",Document representation is central to the noun phrase-based indexing model. Retrieval models and ranking is relevant for the Bayesian network matching function. Other categories like Query processing are secondary aspects.
1557,A broader approach to personalization,"Personalization generally refers to making a Web site more responsive to the unique and individual needs of each user. We propose a broader approach to personalization that provides for interoperability and automation by using the recent data exchange, meta data and privacy standards from the World Wide Web Consortium (W3C), namely, Extensible Markup Language (XML) [12], Resource Description Framework (RDF) [9, 10] and Platform for Privacy Preferences (P3P) [8]. First we briefly discuss these standards. Extensible Markup Language (XML). XML has gained a great momentum and is emerging as the standard for data exchange on the Internet. XML data is self describing through content oriented tags and this enables a computer to understand the meaning of data and hence enhances the ability of remote applications to interpret and operate on documents fetched over the Internet. One of XML's strengths is its extensibility. Anyone can invent new tags for particular subject areas and they define what they mean in document type definitions (DTDs). But if every business uses its own XML definition for describing its data, it is not possible to achieve interoperability. In other words, a tagged document is not very useful without some agreement among inter-operating applications so as to what the tags mean and it is common DTDs which provide for this. A DTD specifies the structure of an XML document by specifying the names of its elements, sub-elements and attributes. XML-Query Language (XML-QL). The need to query XML documents to extract data is well addressed in the literature and one of the available languages is XML-QL [4]. XML-QL has a WHERE-CONSTRUCT clause, like the SELECT-WHERE of SQL, that can express queries, which extract pieces of data from XML documents, as well as transformations, which, for example, can map XML data between DTD's and can integrate XML data from different sources. Although XML-QL shares some functionalities with XML's style sheet mechanism, it supports more data-intensive operations, such as joins and aggregates, and has better support for constructing new XML data, which is required by transformations. There is a need to use recursive functions in certain queries and XML-QL has been extended in this respect in [3]. Resource Description Framework (RDF). RDF is a foundation for processing metadata for providing interoperability between applications that exchange machine understandable information and currently is a recommendation by the World Wide Web Consortium (W3C). RDF imposes a syntax and structural constraints in describing …","General and reference:0.1,Hardware:0.1,Computer systems organization:0.1,Networks:0.1,Software and its engineering:0.2,Theory of computation:0.1,Mathematics of computing:0.1,Information systems:0.8,Security and privacy:0.1,Human-centered computing:0.1,Computing methodologies:0.1,Applied computing:0.1,Social and professional topics:0.1",Information systems,"Information systems: The paper discusses XML, RDF, and P3P standards for data exchange and personalization, which are core to information systems. Other categories like Software engineering or Applied computing are less directly relevant.","Data management systems:0.1,Information retrieval:0.1,Information storage systems:0.1,Information systems applications:0.1,World Wide Web:0.9",World Wide Web,"World Wide Web: The paper discusses personalization using W3C web standards (XML, RDF, P3P). Other options are irrelevant as the focus is on web-based personalization, not information systems or data management.","Online advertising:0.2,Web applications:0.8,Web data description languages:1.0,Web interfaces:0.3,Web mining:0.4,Web searching and information discovery:0.3,Web services:0.7","Web data description languages,Web applications",Web data description languages is highly relevant for XML/RDF usage in personalization. Web applications is relevant for implementing personalized web systems. Web services is moderately relevant for interoperability but not the core focus.
272,On the Utility of WordNet for Ontology Alignment: Is it Really Worth it?,"Many ontology alignment algorithms augment syntactic matching with the use of WordNet (WN) in order to improve their performance. The advantage of using WN in alignment seems apparent. However, we strike a more cautionary note. We analyze the utility of WN in the context of the reduction in precision and increase in execution time that its use entails. For this analysis, we particularly focus on real-world ontologies. We report distinct trends in the performance of WN-based alignment in comparison with alignment that uses syntactic matching only. We analyze the trends and their implications, and provide useful insights on the types of ontology pair for which WN-based alignment may potentially be worthwhile and those types where it may not be.","General and reference:0.0,Hardware:0.0,Computer systems organization:0.0,Networks:0.0,Software and its engineering:0.0,Theory of computation:0.0,Mathematics of computing:0.0,Information systems:1.0,Security and privacy:0.0,Human-centered computing:0.0,Computing methodologies:0.3,Applied computing:0.0,Social and professional topics:0.0",Information systems,"Information systems is highly relevant because the paper evaluates ontology alignment methods, a core topic in knowledge representation and semantic systems. Computing methodologies is marginally relevant for the algorithmic discussion but not the primary focus.","Data management systems:1.0,Information retrieval:1.0,Information storage systems:0.2,Information systems applications:0.3,World Wide Web:0.1","Data management systems,Information retrieval","Data management systems: Ontology alignment is a core data management task. Information retrieval: The paper evaluates alignment performance, which impacts IR systems. Other categories like storage systems are not central to the core contribution.","Data structures:0.1,Database administration:0.1,Database design and models:0.2,Database management system engines:0.1,Document representation:0.1,Evaluation of retrieval results:0.8,Information integration:0.9,Information retrieval query processing:0.3,Middleware for databases:0.1,Query languages:0.1,Retrieval models and ranking:0.3,Retrieval tasks and goals:0.2,Search engine architectures and scalability:0.1,Specialized information retrieval:0.1,Users and interactive retrieval:0.1","Information integration,Evaluation of retrieval results",Information integration is directly relevant as the paper evaluates WN's role in ontology alignment. Evaluation of retrieval results is relevant due to the analysis of precision and execution time tradeoffs. Other options like Database design or Query languages are too specific to database systems and not central to ontology alignment analysis.
862,Extract Reliable Relations from Wikipedia Texts for Practical Ontology Construction,"A feature based relation classification approach is presented in this paper. We aimed to exact relation candidates from Wikipedia texts. A probabilistic and a semantic relatedness features are employed with other linguistic information for the purpose. The experiments show that, relation classification using the proposed relatedness features with surface information like word and part-of-speech tags is competitive with or even outperforms the one of using deep syntactic information. Meanwhile, an approach is proposed to distinguish reliable relation candidates from others, so that these reliable results can be accepted for knowledge building without human verification. The experiments show that, with the relation classification approach presented in this paper, more than 40% of the classification results are reliable, which means, at least 40% of the human and time costs can be saved in practice.","General and reference:0.1,Hardware:0.1,Computer systems organization:0.1,Networks:0.1,Software and its engineering:0.2,Theory of computation:0.1,Mathematics of computing:0.1,Information systems:0.9,Security and privacy:0.1,Human-centered computing:0.1,Computing methodologies:0.3,Applied computing:0.1,Social and professional topics:0.1",Information systems,"Information systems is highly relevant as the paper addresses ontology construction from Wikipedia data. Computing methodologies is partially relevant due to NLP techniques, but the core focus is knowledge representation.","Data management systems:0.8,Information retrieval:0.9,Information storage systems:0.3,Information systems applications:0.5,World Wide Web:0.4","Information retrieval,Data management systems",Information retrieval is highly relevant for the relation classification approach in Wikipedia. Data management systems is relevant for ontology construction applications. Information storage systems is less central to the core contribution in relation extraction.,"Data structures:0.1,Database administration:0.1,Database design and models:0.1,Database management system engines:0.1,Document representation:1.0,Evaluation of retrieval results:0.4,Information integration:0.6,Information retrieval query processing:0.8,Middleware for databases:0.1,Query languages:0.1,Retrieval models and ranking:0.5,Retrieval tasks and goals:0.3,Search engine architectures and scalability:0.2,Specialized information retrieval:0.4,Users and interactive retrieval:0.2","Document representation,Information integration",Document representation is directly relevant as the paper focuses on text-based relation extraction for ontologies. Information integration is relevant because the reliable relations extracted contribute to knowledge base construction. Other categories like Database administration or Query languages are irrelevant as the paper focuses on text processing rather than database systems.
